iter	Passed	Remaining
677	17036	8091
678	17061	8065
679	17086	8040
680	17111	8015
681	17136	7990
682	17163	7966
683	17186	7940
684	17209	7913
685	17234	7888
686	17260	7864
687	17285	7838
688	17308	7812
689	17331	7786
690	17355	7761
691	17380	7735
692	17405	7710
693	17428	7684
694	17452	7659
695	17478	7634
696	17504	7609
697	17529	7584
698	17554	7559
699	17578	7533
700	17602	7508
701	17626	7482
702	17652	7457
703	17677	7432
704	17702	7407
705	17728	7382
706	17751	7356
707	17779	7332
708	17804	7307
709	17829	7282
710	17854	7257
711	17878	7231
712	17904	7206
713	17930	7182
714	17954	7156
715	17978	7131
716	18003	7106
717	18028	7080
718	18053	7055
719	18077	7029
720	18101	7004
721	18126	6979
722	18151	6954
723	18178	6929
724	18202	6904
725	18226	6879
726	18251	6853
727	18278	6829
728	18303	6804
729	18328	6779
730	18354	6754
731	18379	6729
732	18403	6703
733	18426	6677
734	18451	6652
735	18476	6627
736	18501	6602
737	18528	6577
738	18552	6552
739	18578	6527
740	18604	6502
741	18629	6477
742	18654	6452
743	18680	6427
744	18703	6401
745	18727	6376
746	18751	6350
747	18774	6325
748	18802	6300
749	18828	6276
750	18855	6251
751	18884	6227
752	18909	6202
753	18933	6177
754	18959	6152
755	18984	6127
756	19008	6101
757	19034	6076
758	19059	6051
759	19084	6026
760	19109	6001
761	19132	5975
762	19159	5951
763	19184	5926
764	19208	5900
765	19233	5875
766	19260	5850
767	19285	5825
768	19309	5800
769	19333	5774
770	19359	5749
771	19383	5724
772	19406	5698
773	19430	5673
774	19454	5647
775	19478	5622
776	19501	5597
777	19526	5571
778	19550	5546
779	19576	5521
780	19600	5496
781	19626	5471
782	19651	5446
783	19677	5421
784	19701	5396
785	19727	5370
786	19751	5345
787	19776	5320
788	19804	5296
789	19827	5270
790	19851	5245
791	19876	5219
792	19901	5194
793	19925	5169
794	19951	5144
795	19977	5119
796	20002	5094
797	20028	5069
798	20053	5044
799	20079	5019
800	20103	4994
801	20126	4968
802	20152	4943
803	20178	4919
804	20202	4893
805	20226	4868
806	20250	4843
807	20277	4818
808	20302	4793
809	20329	4768
810	20354	4743
811	20379	4718
812	20407	4694
813	20434	4669
814	20460	4644
815	20484	4619
816	20508	4593
817	20532	4568
818	20555	4542
819	20580	4517
820	20606	4492
821	20629	4467
822	20653	4441
823	20677	4416
824	20703	4391
825	20728	4366
826	20753	4341
827	20777	4316
828	20803	4291
829	20828	4266
830	20853	4241
831	20880	4216
832	20906	4191
833	20931	4166
834	20955	4140
835	20980	4115
836	21005	4090
837	21030	4065
838	21055	4040
839	21079	4015
840	21102	3989
841	21127	3964
842	21152	3939
843	21177	3914
844	21201	3889
845	21227	3864
846	21253	3839
847	21278	3814
848	21303	3788
849	21327	3763
850	21352	3738
851	21377	3713
852	21403	3688
853	21428	3663
854	21452	3638
855	21476	3612
856	21502	3587
857	21527	3562
858	21551	3537
859	21575	3512
860	21600	3487
861	21624	3461
862	21651	3437
863	21678	3412
864	21702	3387
865	21725	3361
866	21752	3336
867	21776	3311
868	21801	3286
869	21825	3261
870	21850	3236
871	21875	3211
872	21900	3185
873	21925	3160
874	21950	3135
875	21976	3110
876	22002	3085
877	22028	3060
878	22054	3035
879	22079	3010
880	22104	2985
881	22128	2960
882	22154	2935
883	22182	2910
884	22208	2885
885	22233	2860
886	22257	2835
887	22282	2810
888	22306	2785
889	22330	2760
890	22356	2734
891	22380	2709
892	22405	2684
893	22429	2659
894	22454	2634
895	22479	2609
896	22503	2584
897	22527	2558
898	22552	2533
899	22575	2508
900	22598	2483
901	22622	2457
902	22646	2432
903	22673	2407
904	22699	2382
905	22724	2357
906	22752	2332
907	22778	2307
908	22804	2282
909	22828	2257
910	22853	2232
911	22879	2207
912	22904	2182
913	22935	2158
914	22960	2132
915	22985	2107
916	23009	2082
917	23035	2057
918	23058	2032
919	23083	2007
920	23108	1982
921	23133	1957
922	23160	1932
923	23186	1907
924	23211	1882
925	23237	1856
926	23263	1831
927	23288	1806
928	23312	1781
929	23337	1756
930	23364	1731
931	23389	1706
932	23414	1681
933	23439	1656
934	23465	1631
935	23490	1606
936	23515	1581
937	23543	1556
938	23568	1531
939	23593	1505
940	23621	1481
941	23646	1455
942	23671	1430
943	23696	1405
944	23724	1380
945	23747	1355
946	23772	1330
947	23796	1305
948	23820	1280
949	23847	1255
950	23872	1230
951	23895	1204
952	23919	1179
953	23944	1154
954	23968	1129
955	23992	1104
956	24016	1079
957	24042	1054
958	24067	1028
959	24093	1003
960	24118	978
961	24142	953
962	24169	928
963	24194	903
964	24219	878
965	24243	853
966	24267	828
967	24296	803
968	24336	778
969	24361	753
970	24386	728
971	24412	703
972	24436	678
973	24460	652
974	24485	627
975	24512	602
976	24537	577
977	24562	552
978	24585	527
979	24609	502
980	24633	477
981	24657	451
982	24681	426
983	24707	401
984	24731	376
985	24757	351
986	24781	326
987	24806	301
988	24830	276
989	24855	251
990	24880	225
991	24906	200
992	24932	175
993	24956	150
994	24983	125
995	25008	100
996	25032	75
997	25056	50
998	25080	25
999	25105	0
