iter	Logloss
182	0.3329894202
183	0.3327991563
184	0.332729244
185	0.332497754
186	0.3323465082
187	0.3323106114
188	0.3322242995
189	0.3321935415
190	0.3321099709
191	0.3319377603
192	0.3318026399
193	0.3317038378
194	0.3315661729
195	0.3314124487
196	0.3313210886
197	0.3311059972
198	0.3310991092
199	0.3309486691
200	0.330833867
201	0.3307473514
202	0.3306890933
203	0.3304763972
204	0.3304354389
205	0.3304092349
206	0.3302749465
207	0.3301177883
208	0.3300238464
209	0.3299217592
210	0.3297779388
211	0.3296842474
212	0.3295540543
213	0.3294962185
214	0.329432631
215	0.3292476091
216	0.3291605561
217	0.3290976162
218	0.3290916615
219	0.329024822
220	0.3289584344
221	0.3288760924
222	0.3286848102
223	0.3286575303
224	0.3285663755
225	0.3284519005
226	0.3282957109
227	0.3281517262
228	0.3278703677
229	0.3277005638
230	0.3275237257
231	0.3273204686
232	0.3272542656
233	0.3272490532
234	0.327127742
235	0.3270666072
236	0.3269338059
237	0.3268387158
238	0.326775282
239	0.3266814564
240	0.3266189193
241	0.3265994284
242	0.3265207916
243	0.3263836126
244	0.326156502
245	0.3261234739
246	0.325971409
247	0.3257844799
248	0.3257236282
249	0.3256619617
250	0.3255461013
251	0.3254693787
252	0.3253668615
253	0.3253110734
254	0.3252100316
255	0.3250882
256	0.3250567681
257	0.3248888921
258	0.3248683109
259	0.3248396548
260	0.3247528756
261	0.3247528697
262	0.3246674759
263	0.3244236734
264	0.324279304
265	0.3241919299
266	0.3241197775
267	0.3239165823
268	0.3237520357
269	0.3236685587
270	0.3236451054
271	0.323600863
272	0.3235158656
273	0.3233742361
274	0.3233400244
275	0.3232888255
276	0.3231343862
277	0.3229671862
278	0.3229671757
279	0.3228498091
280	0.322764106
281	0.3227562837
282	0.3226329084
283	0.3224877743
284	0.3224183286
285	0.3223212859
286	0.3222266952
287	0.3221330418
288	0.3221124033
289	0.3220644656
290	0.3220420508
291	0.3219258267
292	0.3219150764
293	0.3218295046
294	0.3216306328
295	0.3215886925
296	0.321317419
297	0.3211784644
298	0.3210999507
299	0.321036382
300	0.3209264081
301	0.3207729733
302	0.3205879194
303	0.3205738421
304	0.3205569831
305	0.3205015493
306	0.3204697211
307	0.3204217437
308	0.3203650792
309	0.3202822424
310	0.3201825391
311	0.3201057039
312	0.3200354575
313	0.3199774786
314	0.3199608899
315	0.319888976
316	0.3198571172
317	0.3197453698
318	0.3196778514
319	0.3195384021
320	0.3194624892
321	0.3193182823
322	0.3191830585
323	0.3191396406
324	0.3190610211
325	0.3190432146
326	0.318981574
327	0.3188856093
328	0.3188046709
329	0.3187271711
330	0.3186598318
331	0.3185987976
332	0.3185365579
333	0.3184353109
334	0.3183787795
335	0.318325318
336	0.3183002244
337	0.3182205662
338	0.318190295
339	0.3181361631
340	0.31810376
341	0.3180890256
342	0.3179842516
343	0.3178565013
344	0.3178546745
345	0.3177897933
346	0.3176653375
347	0.3176036048
348	0.3175578993
349	0.3174802523
350	0.3174430435
351	0.3173989342
352	0.3173411581
353	0.3172161106
354	0.3171837435
355	0.3171822359
356	0.3170660689
357	0.3169865377
358	0.316884455
359	0.3167507043
360	0.3166846932
361	0.3166375496
362	0.3165096157
363	0.3163483186
364	0.3162732125
365	0.3162461934
366	0.3161997881
367	0.3161230036
368	0.3160207943
369	0.3159087559
370	0.3158287184
371	0.3156868736
372	0.315675659
373	0.315632307
374	0.3156208707
375	0.3155443153
376	0.3154182243
377	0.3153838294
378	0.3152406139
379	0.3152015983
380	0.315200871
381	0.315168153
382	0.3151413669
383	0.3150496011
384	0.3149827972
385	0.314894704
386	0.3148563429
387	0.3147829395
388	0.3146720128
389	0.3146078032
390	0.3145603531
391	0.3144978747
392	0.3143766156
393	0.3143299737
394	0.3141677534
395	0.3141514493
396	0.3140061609
397	0.3139671642
398	0.3138973921
399	0.3138380696
400	0.313784191
401	0.3137159084
402	0.3136560186
403	0.3135692789
404	0.3135272491
405	0.3133803578
406	0.3133143231
407	0.3133143213
408	0.3131756721
409	0.3129998355
410	0.3129457625
411	0.3129149723
412	0.3128073309
413	0.3127557585
414	0.3127066427
415	0.3126055387
416	0.3124505957
417	0.3123705409
418	0.3123147227
419	0.3122246274
420	0.3121923735
421	0.3121034005
422	0.3120341881
423	0.3119872701
424	0.3117945268
425	0.3116601511
426	0.3115922247
427	0.3114637948
428	0.3113641333
429	0.3113401812
430	0.311267692
431	0.3111671501
432	0.3111121283
433	0.3110829275
434	0.311027765
435	0.3110157181
436	0.3108461385
437	0.3107848703
438	0.3107521432
439	0.3106936163
440	0.3106000478
441	0.3105525377
442	0.3104490762
443	0.3103472783
444	0.3102723927
445	0.3102435512
446	0.3102090029
447	0.3101786941
448	0.3101420154
449	0.3100720901
450	0.3099952583
451	0.3099002359
452	0.309889186
453	0.3098207937
454	0.3096845939
455	0.3096374978
456	0.3095640185
457	0.3095270242
458	0.3095016835
459	0.3094766214
460	0.3094302969
461	0.3093732728
462	0.3093385878
463	0.3092596902
464	0.3091065468
465	0.3090600822
466	0.3090164068
467	0.308982654
468	0.3088273621
469	0.3087687859
470	0.3087327831
471	0.3086736272
472	0.3085843853
473	0.3084451055
474	0.3083426438
475	0.308313453
476	0.3081785878
477	0.3081144673
478	0.3079765924
479	0.3079024608
480	0.3078029065
481	0.3077176655
482	0.3076373245
483	0.3076091821
484	0.3074811746
485	0.3073830811
486	0.3073239749
487	0.3072562326
488	0.3071640612
489	0.3070739745
490	0.3069603177
491	0.3068926466
492	0.3068622718
493	0.3068382183
494	0.3067612045
495	0.3067421758
496	0.30659562
497	0.3065152612
498	0.306473732
499	0.3063725523
500	0.3063575986
501	0.3062576079
502	0.3062144439
503	0.3061396622
504	0.3060737195
505	0.3059476208
506	0.3058944448
507	0.3058702571
508	0.3058450601
509	0.3057998224
510	0.3057699185
511	0.3057251865
512	0.3057097574
513	0.3055221667
514	0.30549197
515	0.3054103083
516	0.3053852812
517	0.305343813
518	0.3052291321
519	0.3052118562
520	0.3051706878
521	0.3051544076
522	0.3050921882
523	0.3049221304
524	0.3048825742
525	0.3048554551
526	0.3047925155
527	0.3047302236
528	0.3045378197
529	0.3044115131
530	0.3043506262
531	0.3042430938
532	0.3041270022
533	0.3040769585
534	0.3040439818
535	0.3039936658
536	0.3038630219
537	0.3037352121
538	0.3037081494
539	0.303578993
540	0.3035145704
541	0.3034472789
542	0.30342798
543	0.3033813997
544	0.3033246862
545	0.3032293704
546	0.3031501748
547	0.3030550298
548	0.3030104008
549	0.3029780148
550	0.3029413163
551	0.3028379867
552	0.302783788
553	0.3027087753
554	0.3026929583
555	0.3026789796
556	0.3026629349
557	0.3025736506
558	0.3025249115
559	0.3024658252
560	0.3023972171
561	0.3023348838
562	0.3022525598
563	0.3021408276
564	0.3020284644
565	0.3020178679
566	0.3018855149
567	0.3018277793
568	0.3016478054
569	0.3015329283
570	0.3013937342
571	0.3013040292
572	0.301237188
573	0.3012238474
574	0.301138946
575	0.3010463867
576	0.3009921879
577	0.300909969
578	0.3008995212
579	0.3008624978
580	0.3007981059
581	0.3007062199
582	0.3006819542
583	0.3005917886
584	0.3005309568
585	0.300454761
586	0.3003601628
587	0.3003311812
588	0.300226852
589	0.3001807805
590	0.3001450584
591	0.3000970039
592	0.3000645512
593	0.3000473934
594	0.300014853
595	0.2999644061
596	0.2999548826
597	0.2999162254
598	0.2998108924
599	0.2997235546
600	0.2996187077
601	0.2995916412
602	0.2995488824
603	0.2994591414
604	0.2994339155
605	0.2992925288
606	0.2992377601
607	0.2991991052
608	0.2991585335
609	0.2990733219
610	0.299057365
611	0.2990159725
612	0.2988957683
613	0.2988457108
614	0.2987828584
615	0.2987457918
616	0.2986991265
617	0.2986735123
618	0.298592416
619	0.29854461
620	0.2984299244
621	0.2983660331
622	0.2982750504
623	0.298193446
624	0.2981538353
625	0.298139469
626	0.2981201707
627	0.2980637728
628	0.2979735211
629	0.2979230603
630	0.2978905587
631	0.2978088439
632	0.2977099507
633	0.2976599204
634	0.2976469094
635	0.2975756335
636	0.2975219007
637	0.2974418095
638	0.297365473
639	0.2973368224
640	0.2972886607
641	0.2972667801
642	0.297134497
643	0.2970012179
644	0.2969721405
645	0.2969255875
646	0.2968576881
647	0.2968095478
648	0.2967254554
649	0.2965865138
650	0.2965658912
651	0.2964918298
652	0.2964296558
653	0.2963977058
654	0.2963593346
655	0.2962869892
656	0.296267241
657	0.2961562736
658	0.2961164151
659	0.2960189557
660	0.2959842087
661	0.2959380096
662	0.2959013279
663	0.2958073462
664	0.2957711169
665	0.295672556
666	0.2955363778
667	0.2954864257
668	0.2954340675
669	0.2953523854
670	0.2952828668
671	0.2952723672
672	0.295252645
673	0.2951642837
674	0.2950561756
675	0.295026142
676	0.295000334
677	0.294918696
678	0.2948164283
679	0.2947491757
680	0.2947328177
681	0.2946822029
682	0.2945811804
683	0.2944829686
684	0.2944294484
685	0.2943167209
686	0.2942076927
687	0.2941764941
688	0.2940712679
689	0.2940435849
690	0.2939983176
691	0.2939491028
692	0.2939252423
693	0.2939108276
694	0.2938777617
695	0.2938343526
696	0.2937565124
697	0.2936813662
698	0.2935787167
699	0.2935199434
700	0.2934800871
701	0.2934621462
702	0.2934371223
703	0.2934259302
704	0.2933959448
705	0.2933225895
706	0.2932423887
707	0.2931794722
708	0.2931358001
709	0.2931116875
710	0.2930576958
711	0.2929820713
712	0.2929428891
713	0.2928741838
714	0.2928000767
715	0.2927460288
716	0.2927407984
717	0.2927304953
718	0.292644785
719	0.2926113877
720	0.2925550093
721	0.2924611335
722	0.2924056351
723	0.2923867886
724	0.2923070703
725	0.2922676505
726	0.2922090016
727	0.2920809135
728	0.2920034598
729	0.2919516049
730	0.2919213732
731	0.2918422255
732	0.2916935802
733	0.2916030803
734	0.2915463663
735	0.2914993712
736	0.2914533815
737	0.2913961783
738	0.2913045905
739	0.291227569
740	0.291219441
741	0.2910930424
742	0.2910269454
743	0.2909130733
744	0.2908038019
745	0.2907577725
746	0.2907237728
747	0.2907116233
748	0.2906336197
749	0.2905343696
750	0.2905166106
751	0.2904902059
752	0.2904641276
753	0.290423209
754	0.2902981953
755	0.2902761435
756	0.2902237693
757	0.2901461032
758	0.2901024176
759	0.2900804958
760	0.2900061667
761	0.2899325713
762	0.2898884037
763	0.2897863859
764	0.2897476185
765	0.2897282593
766	0.2896863285
767	0.2896775831
768	0.2896118526
769	0.2895387486
770	0.2894298209
771	0.2893785121
772	0.2892919939
773	0.2892857088
774	0.2891921438
775	0.2891188298
776	0.2890431859
777	0.2890161424
778	0.2889640656
779	0.2889472585
780	0.2889044106
781	0.288844088
782	0.2888169311
783	0.2887889126
784	0.2887141531
785	0.2886936212
786	0.2886717746
787	0.2886268024
788	0.2885648081
789	0.2885509008
790	0.2885308247
791	0.2884914278
792	0.288354238
793	0.2882860168
794	0.2882140867
795	0.2881571817
796	0.2881066116
797	0.2880786982
798	0.2879570962
799	0.2879303341
800	0.2878927775
801	0.2878695032
802	0.2877671581
803	0.2876617845
804	0.2875606708
805	0.2875514185
806	0.2875393008
807	0.287470309
808	0.2873048744
809	0.2872181562
810	0.2871730802
811	0.2871429102
812	0.2871202854
813	0.2870377441
814	0.2870171725
815	0.2869764527
816	0.286912701
817	0.2868353231
818	0.2868094269
819	0.2867744524
820	0.286733596
821	0.286675596
822	0.2866612939
823	0.2866299043
824	0.2864995264
825	0.2863457847
826	0.2862451356
827	0.286184955
828	0.286092305
829	0.2860255753
830	0.2860021592
831	0.2859422338
832	0.2859067276
833	0.2858838452
834	0.2858257467
835	0.2858085536
836	0.2857548716
837	0.2856771786
838	0.2855453298
839	0.2855317888
840	0.2855209968
841	0.2855081382
842	0.2854513825
843	0.2854051557
844	0.2853114189
845	0.2852635161
846	0.2852146864
847	0.2851441682
848	0.2850872512
849	0.2850465152
850	0.2850280315
851	0.2849577663
852	0.2848591175
853	0.2847877083
854	0.2846203917
855	0.2845706928
856	0.2845480757
857	0.2844833138
858	0.2843763512
859	0.2842962383
860	0.2842526731
861	0.2842336959
862	0.2841954494
863	0.2841117176
864	0.284077625
865	0.283883768
866	0.2838386814
867	0.2837448489
868	0.2837095186
869	0.2836140683
870	0.2835414436
871	0.2833901835
872	0.2833533525
873	0.2832090813
874	0.2831829914
875	0.2831366902
876	0.28302538
877	0.2829821193
878	0.2829238316
879	0.2828795115
880	0.2828227116
881	0.2827302456
882	0.2826495587
883	0.2825805897
884	0.2825608765
885	0.2825311135
886	0.2824971125
887	0.2823965785
888	0.2823422455
889	0.2822381498
890	0.2821161519
891	0.2820864906
892	0.2819471403
893	0.2819266505
894	0.2819156381
895	0.2818397512
896	0.2818197094
897	0.2817759658
898	0.2817509082
899	0.2817392639
900	0.2817067969
901	0.2815918433
902	0.2815738664
903	0.2815310258
904	0.2814941057
905	0.2814029314
906	0.281348053
907	0.2812666553
908	0.281231827
909	0.281211953
910	0.2811694944
911	0.2811314226
912	0.2811139316
913	0.2810871962
914	0.2810580542
915	0.2810034157
916	0.2809707615
917	0.2808543691
918	0.2808138705
919	0.2807720378
920	0.2807170736
921	0.2806484447
922	0.2806386348
923	0.2805909127
924	0.2804876872
925	0.2804211
926	0.2803935162
927	0.2803452689
928	0.2802576424
929	0.2801985151
930	0.2801865093
931	0.2801218797
932	0.2800443467
933	0.2799253141
934	0.2799008855
935	0.2798692972
936	0.2798236197
937	0.2796851618
938	0.2796498417
939	0.2795969232
940	0.2795609545
941	0.2795046022
942	0.2794469284
943	0.2793636885
944	0.2793150796
945	0.279268379
946	0.2791971879
947	0.2791606821
948	0.2791115637
949	0.2789334992
950	0.2788887886
951	0.2788537081
952	0.2788347567
953	0.2787004493
954	0.2786447859
955	0.2786077423
956	0.2784785385
957	0.2784450993
958	0.2783876883
959	0.2783237284
960	0.2782373373
961	0.278127892
962	0.2781133595
963	0.2780975828
964	0.2779925596
965	0.277956633
966	0.2779370516
967	0.2778914181
968	0.2777956036
969	0.2777462969
970	0.2776922099
971	0.2776721698
972	0.277648897
973	0.2775723209
974	0.2775378017
975	0.2774696545
976	0.2774473816
977	0.277423052
978	0.2773098341
979	0.2772013759
980	0.2771084316
981	0.2770864469
982	0.2770750911
983	0.2770408715
984	0.2770262986
985	0.276948984
986	0.2769039554
987	0.2768784555
988	0.2768485434
989	0.2768297666
990	0.2767940401
991	0.2767430383
992	0.2766776775
993	0.276604634
994	0.2765331916
995	0.2765186447
996	0.2764757775
997	0.2764582795
998	0.2763664493
999	0.2763210498
